"FISHING_GROUND_CODE","DESCRIPTION_EN","DESCRIPTION_FR","AREA_TYPE_CODE"
"5212059","12° - 13°S; 059° - 060°E","12° - 13°S; 059° - 060°E","GRID01x01"
"5212060","12° - 13°S; 060° - 061°E","12° - 13°S; 060° - 061°E","GRID01x01"
"5212061","12° - 13°S; 061° - 062°E","12° - 13°S; 061° - 062°E","GRID01x01"
"5212062","12° - 13°S; 062° - 063°E","12° - 13°S; 062° - 063°E","GRID01x01"
"5212063","12° - 13°S; 063° - 064°E","12° - 13°S; 063° - 064°E","GRID01x01"
"5212064","12° - 13°S; 064° - 065°E","12° - 13°S; 064° - 065°E","GRID01x01"
"5212065","12° - 13°S; 065° - 066°E","12° - 13°S; 065° - 066°E","GRID01x01"
"5212066","12° - 13°S; 066° - 067°E","12° - 13°S; 066° - 067°E","GRID01x01"
"5212067","12° - 13°S; 067° - 068°E","12° - 13°S; 067° - 068°E","GRID01x01"
"5212068","12° - 13°S; 068° - 069°E","12° - 13°S; 068° - 069°E","GRID01x01"
"5212069","12° - 13°S; 069° - 070°E","12° - 13°S; 069° - 070°E","GRID01x01"
"5212070","12° - 13°S; 070° - 071°E","12° - 13°S; 070° - 071°E","GRID01x01"
"5212071","12° - 13°S; 071° - 072°E","12° - 13°S; 071° - 072°E","GRID01x01"
"5212072","12° - 13°S; 072° - 073°E","12° - 13°S; 072° - 073°E","GRID01x01"
"5212073","12° - 13°S; 073° - 074°E","12° - 13°S; 073° - 074°E","GRID01x01"
"5212074","12° - 13°S; 074° - 075°E","12° - 13°S; 074° - 075°E","GRID01x01"
"5212075","12° - 13°S; 075° - 076°E","12° - 13°S; 075° - 076°E","GRID01x01"
"5212076","12° - 13°S; 076° - 077°E","12° - 13°S; 076° - 077°E","GRID01x01"
"5212077","12° - 13°S; 077° - 078°E","12° - 13°S; 077° - 078°E","GRID01x01"
"5212078","12° - 13°S; 078° - 079°E","12° - 13°S; 078° - 079°E","GRID01x01"
"5212080","12° - 13°S; 080° - 081°E","12° - 13°S; 080° - 081°E","GRID01x01"
"5212081","12° - 13°S; 081° - 082°E","12° - 13°S; 081° - 082°E","GRID01x01"
"5212082","12° - 13°S; 082° - 083°E","12° - 13°S; 082° - 083°E","GRID01x01"
"5212083","12° - 13°S; 083° - 084°E","12° - 13°S; 083° - 084°E","GRID01x01"
"5212084","12° - 13°S; 084° - 085°E","12° - 13°S; 084° - 085°E","GRID01x01"
"5212085","12° - 13°S; 085° - 086°E","12° - 13°S; 085° - 086°E","GRID01x01"
"5212086","12° - 13°S; 086° - 087°E","12° - 13°S; 086° - 087°E","GRID01x01"
"5212087","12° - 13°S; 087° - 088°E","12° - 13°S; 087° - 088°E","GRID01x01"
"5212089","12° - 13°S; 089° - 090°E","12° - 13°S; 089° - 090°E","GRID01x01"
"5212090","12° - 13°S; 090° - 091°E","12° - 13°S; 090° - 091°E","GRID01x01"
"5212091","12° - 13°S; 091° - 092°E","12° - 13°S; 091° - 092°E","GRID01x01"
"5213041","13° - 14°S; 041° - 042°E","13° - 14°S; 041° - 042°E","GRID01x01"
"5213042","13° - 14°S; 042° - 043°E","13° - 14°S; 042° - 043°E","GRID01x01"
"5213043","13° - 14°S; 043° - 044°E","13° - 14°S; 043° - 044°E","GRID01x01"
"5213044","13° - 14°S; 044° - 045°E","13° - 14°S; 044° - 045°E","GRID01x01"
"5213045","13° - 14°S; 045° - 046°E","13° - 14°S; 045° - 046°E","GRID01x01"
"5213046","13° - 14°S; 046° - 047°E","13° - 14°S; 046° - 047°E","GRID01x01"
"5213047","13° - 14°S; 047° - 048°E","13° - 14°S; 047° - 048°E","GRID01x01"
"5213051","13° - 14°S; 051° - 052°E","13° - 14°S; 051° - 052°E","GRID01x01"
"5213052","13° - 14°S; 052° - 053°E","13° - 14°S; 052° - 053°E","GRID01x01"
"5213053","13° - 14°S; 053° - 054°E","13° - 14°S; 053° - 054°E","GRID01x01"
"5213054","13° - 14°S; 054° - 055°E","13° - 14°S; 054° - 055°E","GRID01x01"
"5213055","13° - 14°S; 055° - 056°E","13° - 14°S; 055° - 056°E","GRID01x01"
"5213056","13° - 14°S; 056° - 057°E","13° - 14°S; 056° - 057°E","GRID01x01"
"5213057","13° - 14°S; 057° - 058°E","13° - 14°S; 057° - 058°E","GRID01x01"
"5213058","13° - 14°S; 058° - 059°E","13° - 14°S; 058° - 059°E","GRID01x01"
"5213059","13° - 14°S; 059° - 060°E","13° - 14°S; 059° - 060°E","GRID01x01"
"5213060","13° - 14°S; 060° - 061°E","13° - 14°S; 060° - 061°E","GRID01x01"
"5213061","13° - 14°S; 061° - 062°E","13° - 14°S; 061° - 062°E","GRID01x01"
"5213062","13° - 14°S; 062° - 063°E","13° - 14°S; 062° - 063°E","GRID01x01"
"5213063","13° - 14°S; 063° - 064°E","13° - 14°S; 063° - 064°E","GRID01x01"
"5213064","13° - 14°S; 064° - 065°E","13° - 14°S; 064° - 065°E","GRID01x01"
"5213065","13° - 14°S; 065° - 066°E","13° - 14°S; 065° - 066°E","GRID01x01"
"5213066","13° - 14°S; 066° - 067°E","13° - 14°S; 066° - 067°E","GRID01x01"
"5213068","13° - 14°S; 068° - 069°E","13° - 14°S; 068° - 069°E","GRID01x01"
"5213070","13° - 14°S; 070° - 071°E","13° - 14°S; 070° - 071°E","GRID01x01"
"5213071","13° - 14°S; 071° - 072°E","13° - 14°S; 071° - 072°E","GRID01x01"
"5213072","13° - 14°S; 072° - 073°E","13° - 14°S; 072° - 073°E","GRID01x01"
"5213073","13° - 14°S; 073° - 074°E","13° - 14°S; 073° - 074°E","GRID01x01"
"5213074","13° - 14°S; 074° - 075°E","13° - 14°S; 074° - 075°E","GRID01x01"
"5213075","13° - 14°S; 075° - 076°E","13° - 14°S; 075° - 076°E","GRID01x01"
"5213077","13° - 14°S; 077° - 078°E","13° - 14°S; 077° - 078°E","GRID01x01"
"5213078","13° - 14°S; 078° - 079°E","13° - 14°S; 078° - 079°E","GRID01x01"
"5213079","13° - 14°S; 079° - 080°E","13° - 14°S; 079° - 080°E","GRID01x01"
"5213080","13° - 14°S; 080° - 081°E","13° - 14°S; 080° - 081°E","GRID01x01"
"5213082","13° - 14°S; 082° - 083°E","13° - 14°S; 082° - 083°E","GRID01x01"
"5213084","13° - 14°S; 084° - 085°E","13° - 14°S; 084° - 085°E","GRID01x01"
"5213086","13° - 14°S; 086° - 087°E","13° - 14°S; 086° - 087°E","GRID01x01"
"5213087","13° - 14°S; 087° - 088°E","13° - 14°S; 087° - 088°E","GRID01x01"
"5213090","13° - 14°S; 090° - 091°E","13° - 14°S; 090° - 091°E","GRID01x01"
"5213109","13° - 14°S; 109° - 110°E","13° - 14°S; 109° - 110°E","GRID01x01"
"5214041","14° - 15°S; 041° - 042°E","14° - 15°S; 041° - 042°E","GRID01x01"
"5214042","14° - 15°S; 042° - 043°E","14° - 15°S; 042° - 043°E","GRID01x01"
"5214043","14° - 15°S; 043° - 044°E","14° - 15°S; 043° - 044°E","GRID01x01"
"5214044","14° - 15°S; 044° - 045°E","14° - 15°S; 044° - 045°E","GRID01x01"
"5214045","14° - 15°S; 045° - 046°E","14° - 15°S; 045° - 046°E","GRID01x01"
"5214046","14° - 15°S; 046° - 047°E","14° - 15°S; 046° - 047°E","GRID01x01"
"5214047","14° - 15°S; 047° - 048°E","14° - 15°S; 047° - 048°E","GRID01x01"
"5214048","14° - 15°S; 048° - 049°E","14° - 15°S; 048° - 049°E","GRID01x01"
"5214050","14° - 15°S; 050° - 051°E","14° - 15°S; 050° - 051°E","GRID01x01"
"5214052","14° - 15°S; 052° - 053°E","14° - 15°S; 052° - 053°E","GRID01x01"
"5214054","14° - 15°S; 054° - 055°E","14° - 15°S; 054° - 055°E","GRID01x01"
"5214058","14° - 15°S; 058° - 059°E","14° - 15°S; 058° - 059°E","GRID01x01"
"5214059","14° - 15°S; 059° - 060°E","14° - 15°S; 059° - 060°E","GRID01x01"
"5214063","14° - 15°S; 063° - 064°E","14° - 15°S; 063° - 064°E","GRID01x01"
"5214064","14° - 15°S; 064° - 065°E","14° - 15°S; 064° - 065°E","GRID01x01"
"5214065","14° - 15°S; 065° - 066°E","14° - 15°S; 065° - 066°E","GRID01x01"
"5214066","14° - 15°S; 066° - 067°E","14° - 15°S; 066° - 067°E","GRID01x01"
"5214068","14° - 15°S; 068° - 069°E","14° - 15°S; 068° - 069°E","GRID01x01"
"5214071","14° - 15°S; 071° - 072°E","14° - 15°S; 071° - 072°E","GRID01x01"
"5214072","14° - 15°S; 072° - 073°E","14° - 15°S; 072° - 073°E","GRID01x01"
"5214073","14° - 15°S; 073° - 074°E","14° - 15°S; 073° - 074°E","GRID01x01"
"5214075","14° - 15°S; 075° - 076°E","14° - 15°S; 075° - 076°E","GRID01x01"
"5214076","14° - 15°S; 076° - 077°E","14° - 15°S; 076° - 077°E","GRID01x01"
"5214077","14° - 15°S; 077° - 078°E","14° - 15°S; 077° - 078°E","GRID01x01"
"5214080","14° - 15°S; 080° - 081°E","14° - 15°S; 080° - 081°E","GRID01x01"
"5214081","14° - 15°S; 081° - 082°E","14° - 15°S; 081° - 082°E","GRID01x01"
"5214083","14° - 15°S; 083° - 084°E","14° - 15°S; 083° - 084°E","GRID01x01"
"5214084","14° - 15°S; 084° - 085°E","14° - 15°S; 084° - 085°E","GRID01x01"
"5215041","15° - 16°S; 041° - 042°E","15° - 16°S; 041° - 042°E","GRID01x01"
"5215042","15° - 16°S; 042° - 043°E","15° - 16°S; 042° - 043°E","GRID01x01"
"5215043","15° - 16°S; 043° - 044°E","15° - 16°S; 043° - 044°E","GRID01x01"
"5215044","15° - 16°S; 044° - 045°E","15° - 16°S; 044° - 045°E","GRID01x01"
"5215045","15° - 16°S; 045° - 046°E","15° - 16°S; 045° - 046°E","GRID01x01"
"5215046","15° - 16°S; 046° - 047°E","15° - 16°S; 046° - 047°E","GRID01x01"
"5215050","15° - 16°S; 050° - 051°E","15° - 16°S; 050° - 051°E","GRID01x01"
"5215051","15° - 16°S; 051° - 052°E","15° - 16°S; 051° - 052°E","GRID01x01"
"5215052","15° - 16°S; 052° - 053°E","15° - 16°S; 052° - 053°E","GRID01x01"
"5215058","15° - 16°S; 058° - 059°E","15° - 16°S; 058° - 059°E","GRID01x01"
"5215061","15° - 16°S; 061° - 062°E","15° - 16°S; 061° - 062°E","GRID01x01"
"5215063","15° - 16°S; 063° - 064°E","15° - 16°S; 063° - 064°E","GRID01x01"
"5215064","15° - 16°S; 064° - 065°E","15° - 16°S; 064° - 065°E","GRID01x01"
"5215065","15° - 16°S; 065° - 066°E","15° - 16°S; 065° - 066°E","GRID01x01"
"5215079","15° - 16°S; 079° - 080°E","15° - 16°S; 079° - 080°E","GRID01x01"
"5215105","15° - 16°S; 105° - 106°E","15° - 16°S; 105° - 106°E","GRID01x01"
"5216040","16° - 17°S; 040° - 041°E","16° - 17°S; 040° - 041°E","GRID01x01"
"5216041","16° - 17°S; 041° - 042°E","16° - 17°S; 041° - 042°E","GRID01x01"
"5216042","16° - 17°S; 042° - 043°E","16° - 17°S; 042° - 043°E","GRID01x01"
"5216043","16° - 17°S; 043° - 044°E","16° - 17°S; 043° - 044°E","GRID01x01"
"5216050","16° - 17°S; 050° - 051°E","16° - 17°S; 050° - 051°E","GRID01x01"
"5216051","16° - 17°S; 051° - 052°E","16° - 17°S; 051° - 052°E","GRID01x01"
"5216052","16° - 17°S; 052° - 053°E","16° - 17°S; 052° - 053°E","GRID01x01"
"5216064","16° - 17°S; 064° - 065°E","16° - 17°S; 064° - 065°E","GRID01x01"
"5216065","16° - 17°S; 065° - 066°E","16° - 17°S; 065° - 066°E","GRID01x01"
"5216066","16° - 17°S; 066° - 067°E","16° - 17°S; 066° - 067°E","GRID01x01"
"5216067","16° - 17°S; 067° - 068°E","16° - 17°S; 067° - 068°E","GRID01x01"
"5216068","16° - 17°S; 068° - 069°E","16° - 17°S; 068° - 069°E","GRID01x01"
"5216069","16° - 17°S; 069° - 070°E","16° - 17°S; 069° - 070°E","GRID01x01"
"5216101","16° - 17°S; 101° - 102°E","16° - 17°S; 101° - 102°E","GRID01x01"
"5216102","16° - 17°S; 102° - 103°E","16° - 17°S; 102° - 103°E","GRID01x01"
"5217038","17° - 18°S; 038° - 039°E","17° - 18°S; 038° - 039°E","GRID01x01"
"5217039","17° - 18°S; 039° - 040°E","17° - 18°S; 039° - 040°E","GRID01x01"
"5217040","17° - 18°S; 040° - 041°E","17° - 18°S; 040° - 041°E","GRID01x01"
"5217041","17° - 18°S; 041° - 042°E","17° - 18°S; 041° - 042°E","GRID01x01"
"5217042","17° - 18°S; 042° - 043°E","17° - 18°S; 042° - 043°E","GRID01x01"
"5217043","17° - 18°S; 043° - 044°E","17° - 18°S; 043° - 044°E","GRID01x01"
"5217059","17° - 18°S; 059° - 060°E","17° - 18°S; 059° - 060°E","GRID01x01"
"5217069","17° - 18°S; 069° - 070°E","17° - 18°S; 069° - 070°E","GRID01x01"
"5218037","18° - 19°S; 037° - 038°E","18° - 19°S; 037° - 038°E","GRID01x01"
"5218038","18° - 19°S; 038° - 039°E","18° - 19°S; 038° - 039°E","GRID01x01"
"5218039","18° - 19°S; 039° - 040°E","18° - 19°S; 039° - 040°E","GRID01x01"
"5218040","18° - 19°S; 040° - 041°E","18° - 19°S; 040° - 041°E","GRID01x01"
"5218041","18° - 19°S; 041° - 042°E","18° - 19°S; 041° - 042°E","GRID01x01"
"5218042","18° - 19°S; 042° - 043°E","18° - 19°S; 042° - 043°E","GRID01x01"
"5218043","18° - 19°S; 043° - 044°E","18° - 19°S; 043° - 044°E","GRID01x01"
"5218049","18° - 19°S; 049° - 050°E","18° - 19°S; 049° - 050°E","GRID01x01"
"5218050","18° - 19°S; 050° - 051°E","18° - 19°S; 050° - 051°E","GRID01x01"
"5218051","18° - 19°S; 051° - 052°E","18° - 19°S; 051° - 052°E","GRID01x01"
"5218052","18° - 19°S; 052° - 053°E","18° - 19°S; 052° - 053°E","GRID01x01"
"5218056","18° - 19°S; 056° - 057°E","18° - 19°S; 056° - 057°E","GRID01x01"
"5218057","18° - 19°S; 057° - 058°E","18° - 19°S; 057° - 058°E","GRID01x01"
"5218058","18° - 19°S; 058° - 059°E","18° - 19°S; 058° - 059°E","GRID01x01"
"5218059","18° - 19°S; 059° - 060°E","18° - 19°S; 059° - 060°E","GRID01x01"
"5218068","18° - 19°S; 068° - 069°E","18° - 19°S; 068° - 069°E","GRID01x01"
"5218072","18° - 19°S; 072° - 073°E","18° - 19°S; 072° - 073°E","GRID01x01"
"5219036","19° - 20°S; 036° - 037°E","19° - 20°S; 036° - 037°E","GRID01x01"
"5219037","19° - 20°S; 037° - 038°E","19° - 20°S; 037° - 038°E","GRID01x01"
"5219038","19° - 20°S; 038° - 039°E","19° - 20°S; 038° - 039°E","GRID01x01"
"5219039","19° - 20°S; 039° - 040°E","19° - 20°S; 039° - 040°E","GRID01x01"
"5219040","19° - 20°S; 040° - 041°E","19° - 20°S; 040° - 041°E","GRID01x01"
"5219041","19° - 20°S; 041° - 042°E","19° - 20°S; 041° - 042°E","GRID01x01"
"5219042","19° - 20°S; 042° - 043°E","19° - 20°S; 042° - 043°E","GRID01x01"
"5219043","19° - 20°S; 043° - 044°E","19° - 20°S; 043° - 044°E","GRID01x01"
"5219049","19° - 20°S; 049° - 050°E","19° - 20°S; 049° - 050°E","GRID01x01"
"5219050","19° - 20°S; 050° - 051°E","19° - 20°S; 050° - 051°E","GRID01x01"
"5219051","19° - 20°S; 051° - 052°E","19° - 20°S; 051° - 052°E","GRID01x01"
"5219053","19° - 20°S; 053° - 054°E","19° - 20°S; 053° - 054°E","GRID01x01"
"5219054","19° - 20°S; 054° - 055°E","19° - 20°S; 054° - 055°E","GRID01x01"
"5219055","19° - 20°S; 055° - 056°E","19° - 20°S; 055° - 056°E","GRID01x01"
"5219058","19° - 20°S; 058° - 059°E","19° - 20°S; 058° - 059°E","GRID01x01"
"5219059","19° - 20°S; 059° - 060°E","19° - 20°S; 059° - 060°E","GRID01x01"
"5219068","19° - 20°S; 068° - 069°E","19° - 20°S; 068° - 069°E","GRID01x01"
"5220036","20° - 21°S; 036° - 037°E","20° - 21°S; 036° - 037°E","GRID01x01"
"5220037","20° - 21°S; 037° - 038°E","20° - 21°S; 037° - 038°E","GRID01x01"
"5220038","20° - 21°S; 038° - 039°E","20° - 21°S; 038° - 039°E","GRID01x01"
"5220039","20° - 21°S; 039° - 040°E","20° - 21°S; 039° - 040°E","GRID01x01"
"5220041","20° - 21°S; 041° - 042°E","20° - 21°S; 041° - 042°E","GRID01x01"
"5220042","20° - 21°S; 042° - 043°E","20° - 21°S; 042° - 043°E","GRID01x01"
"5220043","20° - 21°S; 043° - 044°E","20° - 21°S; 043° - 044°E","GRID01x01"
"5220048","20° - 21°S; 048° - 049°E","20° - 21°S; 048° - 049°E","GRID01x01"
"5220049","20° - 21°S; 049° - 050°E","20° - 21°S; 049° - 050°E","GRID01x01"
"5220050","20° - 21°S; 050° - 051°E","20° - 21°S; 050° - 051°E","GRID01x01"
"5220052","20° - 21°S; 052° - 053°E","20° - 21°S; 052° - 053°E","GRID01x01"
"5220053","20° - 21°S; 053° - 054°E","20° - 21°S; 053° - 054°E","GRID01x01"
"5220054","20° - 21°S; 054° - 055°E","20° - 21°S; 054° - 055°E","GRID01x01"
"5220055","20° - 21°S; 055° - 056°E","20° - 21°S; 055° - 056°E","GRID01x01"
"5220056","20° - 21°S; 056° - 057°E","20° - 21°S; 056° - 057°E","GRID01x01"
"5220057","20° - 21°S; 057° - 058°E","20° - 21°S; 057° - 058°E","GRID01x01"
"5220058","20° - 21°S; 058° - 059°E","20° - 21°S; 058° - 059°E","GRID01x01"
"5220060","20° - 21°S; 060° - 061°E","20° - 21°S; 060° - 061°E","GRID01x01"
"5220061","20° - 21°S; 061° - 062°E","20° - 21°S; 061° - 062°E","GRID01x01"
"5220062","20° - 21°S; 062° - 063°E","20° - 21°S; 062° - 063°E","GRID01x01"
"5220068","20° - 21°S; 068° - 069°E","20° - 21°S; 068° - 069°E","GRID01x01"
"5220069","20° - 21°S; 069° - 070°E","20° - 21°S; 069° - 070°E","GRID01x01"
"5220099","20° - 21°S; 099° - 100°E","20° - 21°S; 099° - 100°E","GRID01x01"
"5221036","21° - 22°S; 036° - 037°E","21° - 22°S; 036° - 037°E","GRID01x01"
"5221037","21° - 22°S; 037° - 038°E","21° - 22°S; 037° - 038°E","GRID01x01"
"5221038","21° - 22°S; 038° - 039°E","21° - 22°S; 038° - 039°E","GRID01x01"
"5221040","21° - 22°S; 040° - 041°E","21° - 22°S; 040° - 041°E","GRID01x01"
"5221041","21° - 22°S; 041° - 042°E","21° - 22°S; 041° - 042°E","GRID01x01"
"5221042","21° - 22°S; 042° - 043°E","21° - 22°S; 042° - 043°E","GRID01x01"
"5221043","21° - 22°S; 043° - 044°E","21° - 22°S; 043° - 044°E","GRID01x01"
"5221048","21° - 22°S; 048° - 049°E","21° - 22°S; 048° - 049°E","GRID01x01"
"5221049","21° - 22°S; 049° - 050°E","21° - 22°S; 049° - 050°E","GRID01x01"
"5221050","21° - 22°S; 050° - 051°E","21° - 22°S; 050° - 051°E","GRID01x01"
"5221051","21° - 22°S; 051° - 052°E","21° - 22°S; 051° - 052°E","GRID01x01"
"5221052","21° - 22°S; 052° - 053°E","21° - 22°S; 052° - 053°E","GRID01x01"
"5221053","21° - 22°S; 053° - 054°E","21° - 22°S; 053° - 054°E","GRID01x01"
"5221054","21° - 22°S; 054° - 055°E","21° - 22°S; 054° - 055°E","GRID01x01"
"5221055","21° - 22°S; 055° - 056°E","21° - 22°S; 055° - 056°E","GRID01x01"
"5221056","21° - 22°S; 056° - 057°E","21° - 22°S; 056° - 057°E","GRID01x01"
"5221073","21° - 22°S; 073° - 074°E","21° - 22°S; 073° - 074°E","GRID01x01"
"5221075","21° - 22°S; 075° - 076°E","21° - 22°S; 075° - 076°E","GRID01x01"
"5222036","22° - 23°S; 036° - 037°E","22° - 23°S; 036° - 037°E","GRID01x01"
"5222037","22° - 23°S; 037° - 038°E","22° - 23°S; 037° - 038°E","GRID01x01"
"5222038","22° - 23°S; 038° - 039°E","22° - 23°S; 038° - 039°E","GRID01x01"
"5222040","22° - 23°S; 040° - 041°E","22° - 23°S; 040° - 041°E","GRID01x01"
"5222041","22° - 23°S; 041° - 042°E","22° - 23°S; 041° - 042°E","GRID01x01"
"5222042","22° - 23°S; 042° - 043°E","22° - 23°S; 042° - 043°E","GRID01x01"
"5222048","22° - 23°S; 048° - 049°E","22° - 23°S; 048° - 049°E","GRID01x01"
"5222049","22° - 23°S; 049° - 050°E","22° - 23°S; 049° - 050°E","GRID01x01"
"5222050","22° - 23°S; 050° - 051°E","22° - 23°S; 050° - 051°E","GRID01x01"
"5222051","22° - 23°S; 051° - 052°E","22° - 23°S; 051° - 052°E","GRID01x01"
"5222052","22° - 23°S; 052° - 053°E","22° - 23°S; 052° - 053°E","GRID01x01"
"5222053","22° - 23°S; 053° - 054°E","22° - 23°S; 053° - 054°E","GRID01x01"
"5222054","22° - 23°S; 054° - 055°E","22° - 23°S; 054° - 055°E","GRID01x01"
"5222055","22° - 23°S; 055° - 056°E","22° - 23°S; 055° - 056°E","GRID01x01"
"5222056","22° - 23°S; 056° - 057°E","22° - 23°S; 056° - 057°E","GRID01x01"
"5222071","22° - 23°S; 071° - 072°E","22° - 23°S; 071° - 072°E","GRID01x01"
"5222073","22° - 23°S; 073° - 074°E","22° - 23°S; 073° - 074°E","GRID01x01"
"5222075","22° - 23°S; 075° - 076°E","22° - 23°S; 075° - 076°E","GRID01x01"
"5223036","23° - 24°S; 036° - 037°E","23° - 24°S; 036° - 037°E","GRID01x01"
"5223037","23° - 24°S; 037° - 038°E","23° - 24°S; 037° - 038°E","GRID01x01"
"5223038","23° - 24°S; 038° - 039°E","23° - 24°S; 038° - 039°E","GRID01x01"
"5223039","23° - 24°S; 039° - 040°E","23° - 24°S; 039° - 040°E","GRID01x01"
"5223040","23° - 24°S; 040° - 041°E","23° - 24°S; 040° - 041°E","GRID01x01"
"5223041","23° - 24°S; 041° - 042°E","23° - 24°S; 041° - 042°E","GRID01x01"
"5223042","23° - 24°S; 042° - 043°E","23° - 24°S; 042° - 043°E","GRID01x01"
"5223043","23° - 24°S; 043° - 044°E","23° - 24°S; 043° - 044°E","GRID01x01"
"5223048","23° - 24°S; 048° - 049°E","23° - 24°S; 048° - 049°E","GRID01x01"
"5223049","23° - 24°S; 049° - 050°E","23° - 24°S; 049° - 050°E","GRID01x01"
"5223050","23° - 24°S; 050° - 051°E","23° - 24°S; 050° - 051°E","GRID01x01"
"5223051","23° - 24°S; 051° - 052°E","23° - 24°S; 051° - 052°E","GRID01x01"
"5223052","23° - 24°S; 052° - 053°E","23° - 24°S; 052° - 053°E","GRID01x01"
"5223053","23° - 24°S; 053° - 054°E","23° - 24°S; 053° - 054°E","GRID01x01"
"5223054","23° - 24°S; 054° - 055°E","23° - 24°S; 054° - 055°E","GRID01x01"
"5223055","23° - 24°S; 055° - 056°E","23° - 24°S; 055° - 056°E","GRID01x01"
"5223056","23° - 24°S; 056° - 057°E","23° - 24°S; 056° - 057°E","GRID01x01"
"5223072","23° - 24°S; 072° - 073°E","23° - 24°S; 072° - 073°E","GRID01x01"
"5223074","23° - 24°S; 074° - 075°E","23° - 24°S; 074° - 075°E","GRID01x01"
"5223076","23° - 24°S; 076° - 077°E","23° - 24°S; 076° - 077°E","GRID01x01"
"5224035","24° - 25°S; 035° - 036°E","24° - 25°S; 035° - 036°E","GRID01x01"
"5224036","24° - 25°S; 036° - 037°E","24° - 25°S; 036° - 037°E","GRID01x01"
"5224037","24° - 25°S; 037° - 038°E","24° - 25°S; 037° - 038°E","GRID01x01"
"5224038","24° - 25°S; 038° - 039°E","24° - 25°S; 038° - 039°E","GRID01x01"
"5224039","24° - 25°S; 039° - 040°E","24° - 25°S; 039° - 040°E","GRID01x01"
"5224040","24° - 25°S; 040° - 041°E","24° - 25°S; 040° - 041°E","GRID01x01"
"5224041","24° - 25°S; 041° - 042°E","24° - 25°S; 041° - 042°E","GRID01x01"
"5224042","24° - 25°S; 042° - 043°E","24° - 25°S; 042° - 043°E","GRID01x01"
"5224043","24° - 25°S; 043° - 044°E","24° - 25°S; 043° - 044°E","GRID01x01"
"5224048","24° - 25°S; 048° - 049°E","24° - 25°S; 048° - 049°E","GRID01x01"
"5224050","24° - 25°S; 050° - 051°E","24° - 25°S; 050° - 051°E","GRID01x01"
"5224051","24° - 25°S; 051° - 052°E","24° - 25°S; 051° - 052°E","GRID01x01"
"5224052","24° - 25°S; 052° - 053°E","24° - 25°S; 052° - 053°E","GRID01x01"
"5224053","24° - 25°S; 053° - 054°E","24° - 25°S; 053° - 054°E","GRID01x01"
"5224054","24° - 25°S; 054° - 055°E","24° - 25°S; 054° - 055°E","GRID01x01"
"5224055","24° - 25°S; 055° - 056°E","24° - 25°S; 055° - 056°E","GRID01x01"
"5224056","24° - 25°S; 056° - 057°E","24° - 25°S; 056° - 057°E","GRID01x01"
"5224057","24° - 25°S; 057° - 058°E","24° - 25°S; 057° - 058°E","GRID01x01"
"5224076","24° - 25°S; 076° - 077°E","24° - 25°S; 076° - 077°E","GRID01x01"
"5224090","24° - 25°S; 090° - 091°E","24° - 25°S; 090° - 091°E","GRID01x01"
"5225035","25° - 26°S; 035° - 036°E","25° - 26°S; 035° - 036°E","GRID01x01"
"5225036","25° - 26°S; 036° - 037°E","25° - 26°S; 036° - 037°E","GRID01x01"
"5225037","25° - 26°S; 037° - 038°E","25° - 26°S; 037° - 038°E","GRID01x01"
"5225038","25° - 26°S; 038° - 039°E","25° - 26°S; 038° - 039°E","GRID01x01"
"5225039","25° - 26°S; 039° - 040°E","25° - 26°S; 039° - 040°E","GRID01x01"
"5225041","25° - 26°S; 041° - 042°E","25° - 26°S; 041° - 042°E","GRID01x01"
"5225042","25° - 26°S; 042° - 043°E","25° - 26°S; 042° - 043°E","GRID01x01"
"5225043","25° - 26°S; 043° - 044°E","25° - 26°S; 043° - 044°E","GRID01x01"
"5225046","25° - 26°S; 046° - 047°E","25° - 26°S; 046° - 047°E","GRID01x01"
"5225048","25° - 26°S; 048° - 049°E","25° - 26°S; 048° - 049°E","GRID01x01"
"5225049","25° - 26°S; 049° - 050°E","25° - 26°S; 049° - 050°E","GRID01x01"
"5225050","25° - 26°S; 050° - 051°E","25° - 26°S; 050° - 051°E","GRID01x01"
"5225051","25° - 26°S; 051° - 052°E","25° - 26°S; 051° - 052°E","GRID01x01"
"5225053","25° - 26°S; 053° - 054°E","25° - 26°S; 053° - 054°E","GRID01x01"
"5225060","25° - 26°S; 060° - 061°E","25° - 26°S; 060° - 061°E","GRID01x01"
"5225074","25° - 26°S; 074° - 075°E","25° - 26°S; 074° - 075°E","GRID01x01"
"5226034","26° - 27°S; 034° - 035°E","26° - 27°S; 034° - 035°E","GRID01x01"
"5226035","26° - 27°S; 035° - 036°E","26° - 27°S; 035° - 036°E","GRID01x01"
"5226036","26° - 27°S; 036° - 037°E","26° - 27°S; 036° - 037°E","GRID01x01"
"5226037","26° - 27°S; 037° - 038°E","26° - 27°S; 037° - 038°E","GRID01x01"
"5226038","26° - 27°S; 038° - 039°E","26° - 27°S; 038° - 039°E","GRID01x01"
"5226039","26° - 27°S; 039° - 040°E","26° - 27°S; 039° - 040°E","GRID01x01"
"5226040","26° - 27°S; 040° - 041°E","26° - 27°S; 040° - 041°E","GRID01x01"
"5226041","26° - 27°S; 041° - 042°E","26° - 27°S; 041° - 042°E","GRID01x01"
"5226042","26° - 27°S; 042° - 043°E","26° - 27°S; 042° - 043°E","GRID01x01"
