"FISHING_GROUND_CODE","DESCRIPTION_EN","DESCRIPTION_FR","AREA_TYPE_CODE"
"5108059","08° - 09°N; 059° - 060°E","08° - 09°N; 059° - 060°E","GRID01x01"
"5108060","08° - 09°N; 060° - 061°E","08° - 09°N; 060° - 061°E","GRID01x01"
"5108061","08° - 09°N; 061° - 062°E","08° - 09°N; 061° - 062°E","GRID01x01"
"5108062","08° - 09°N; 062° - 063°E","08° - 09°N; 062° - 063°E","GRID01x01"
"5108063","08° - 09°N; 063° - 064°E","08° - 09°N; 063° - 064°E","GRID01x01"
"5108064","08° - 09°N; 064° - 065°E","08° - 09°N; 064° - 065°E","GRID01x01"
"5108065","08° - 09°N; 065° - 066°E","08° - 09°N; 065° - 066°E","GRID01x01"
"5108066","08° - 09°N; 066° - 067°E","08° - 09°N; 066° - 067°E","GRID01x01"
"5108067","08° - 09°N; 067° - 068°E","08° - 09°N; 067° - 068°E","GRID01x01"
"5108068","08° - 09°N; 068° - 069°E","08° - 09°N; 068° - 069°E","GRID01x01"
"5108069","08° - 09°N; 069° - 070°E","08° - 09°N; 069° - 070°E","GRID01x01"
"5108071","08° - 09°N; 071° - 072°E","08° - 09°N; 071° - 072°E","GRID01x01"
"5109055","09° - 10°N; 055° - 056°E","09° - 10°N; 055° - 056°E","GRID01x01"
"5109056","09° - 10°N; 056° - 057°E","09° - 10°N; 056° - 057°E","GRID01x01"
"5109057","09° - 10°N; 057° - 058°E","09° - 10°N; 057° - 058°E","GRID01x01"
"5109058","09° - 10°N; 058° - 059°E","09° - 10°N; 058° - 059°E","GRID01x01"
"5109059","09° - 10°N; 059° - 060°E","09° - 10°N; 059° - 060°E","GRID01x01"
"5109060","09° - 10°N; 060° - 061°E","09° - 10°N; 060° - 061°E","GRID01x01"
"5109061","09° - 10°N; 061° - 062°E","09° - 10°N; 061° - 062°E","GRID01x01"
"5109062","09° - 10°N; 062° - 063°E","09° - 10°N; 062° - 063°E","GRID01x01"
"5109063","09° - 10°N; 063° - 064°E","09° - 10°N; 063° - 064°E","GRID01x01"
"5109064","09° - 10°N; 064° - 065°E","09° - 10°N; 064° - 065°E","GRID01x01"
"5109065","09° - 10°N; 065° - 066°E","09° - 10°N; 065° - 066°E","GRID01x01"
"5109066","09° - 10°N; 066° - 067°E","09° - 10°N; 066° - 067°E","GRID01x01"
"5109067","09° - 10°N; 067° - 068°E","09° - 10°N; 067° - 068°E","GRID01x01"
"5109068","09° - 10°N; 068° - 069°E","09° - 10°N; 068° - 069°E","GRID01x01"
"5110045","10° - 11°N; 045° - 046°E","10° - 11°N; 045° - 046°E","GRID01x01"
"5110055","10° - 11°N; 055° - 056°E","10° - 11°N; 055° - 056°E","GRID01x01"
"5110057","10° - 11°N; 057° - 058°E","10° - 11°N; 057° - 058°E","GRID01x01"
"5110058","10° - 11°N; 058° - 059°E","10° - 11°N; 058° - 059°E","GRID01x01"
"5110059","10° - 11°N; 059° - 060°E","10° - 11°N; 059° - 060°E","GRID01x01"
"5110060","10° - 11°N; 060° - 061°E","10° - 11°N; 060° - 061°E","GRID01x01"
"5110061","10° - 11°N; 061° - 062°E","10° - 11°N; 061° - 062°E","GRID01x01"
"5110062","10° - 11°N; 062° - 063°E","10° - 11°N; 062° - 063°E","GRID01x01"
"5110063","10° - 11°N; 063° - 064°E","10° - 11°N; 063° - 064°E","GRID01x01"
"5110064","10° - 11°N; 064° - 065°E","10° - 11°N; 064° - 065°E","GRID01x01"
"5110065","10° - 11°N; 065° - 066°E","10° - 11°N; 065° - 066°E","GRID01x01"
"5110066","10° - 11°N; 066° - 067°E","10° - 11°N; 066° - 067°E","GRID01x01"
"5110067","10° - 11°N; 067° - 068°E","10° - 11°N; 067° - 068°E","GRID01x01"
"5110068","10° - 11°N; 068° - 069°E","10° - 11°N; 068° - 069°E","GRID01x01"
"5111057","11° - 12°N; 057° - 058°E","11° - 12°N; 057° - 058°E","GRID01x01"
"5111058","11° - 12°N; 058° - 059°E","11° - 12°N; 058° - 059°E","GRID01x01"
"5111059","11° - 12°N; 059° - 060°E","11° - 12°N; 059° - 060°E","GRID01x01"
"5111060","11° - 12°N; 060° - 061°E","11° - 12°N; 060° - 061°E","GRID01x01"
"5111061","11° - 12°N; 061° - 062°E","11° - 12°N; 061° - 062°E","GRID01x01"
"5111062","11° - 12°N; 062° - 063°E","11° - 12°N; 062° - 063°E","GRID01x01"
"5111063","11° - 12°N; 063° - 064°E","11° - 12°N; 063° - 064°E","GRID01x01"
"5111064","11° - 12°N; 064° - 065°E","11° - 12°N; 064° - 065°E","GRID01x01"
"5111065","11° - 12°N; 065° - 066°E","11° - 12°N; 065° - 066°E","GRID01x01"
"5111066","11° - 12°N; 066° - 067°E","11° - 12°N; 066° - 067°E","GRID01x01"
"5111067","11° - 12°N; 067° - 068°E","11° - 12°N; 067° - 068°E","GRID01x01"
"5111068","11° - 12°N; 068° - 069°E","11° - 12°N; 068° - 069°E","GRID01x01"
"5111087","11° - 12°N; 087° - 088°E","11° - 12°N; 087° - 088°E","GRID01x01"
"5112058","12° - 13°N; 058° - 059°E","12° - 13°N; 058° - 059°E","GRID01x01"
"5112059","12° - 13°N; 059° - 060°E","12° - 13°N; 059° - 060°E","GRID01x01"
"5112060","12° - 13°N; 060° - 061°E","12° - 13°N; 060° - 061°E","GRID01x01"
"5112061","12° - 13°N; 061° - 062°E","12° - 13°N; 061° - 062°E","GRID01x01"
"5112062","12° - 13°N; 062° - 063°E","12° - 13°N; 062° - 063°E","GRID01x01"
"5112064","12° - 13°N; 064° - 065°E","12° - 13°N; 064° - 065°E","GRID01x01"
"5112065","12° - 13°N; 065° - 066°E","12° - 13°N; 065° - 066°E","GRID01x01"
"5112066","12° - 13°N; 066° - 067°E","12° - 13°N; 066° - 067°E","GRID01x01"
"5112067","12° - 13°N; 067° - 068°E","12° - 13°N; 067° - 068°E","GRID01x01"
"5113059","13° - 14°N; 059° - 060°E","13° - 14°N; 059° - 060°E","GRID01x01"
"5113060","13° - 14°N; 060° - 061°E","13° - 14°N; 060° - 061°E","GRID01x01"
"5113061","13° - 14°N; 061° - 062°E","13° - 14°N; 061° - 062°E","GRID01x01"
"5113062","13° - 14°N; 062° - 063°E","13° - 14°N; 062° - 063°E","GRID01x01"
"5113063","13° - 14°N; 063° - 064°E","13° - 14°N; 063° - 064°E","GRID01x01"
"5113064","13° - 14°N; 064° - 065°E","13° - 14°N; 064° - 065°E","GRID01x01"
"5113065","13° - 14°N; 065° - 066°E","13° - 14°N; 065° - 066°E","GRID01x01"
"5113066","13° - 14°N; 066° - 067°E","13° - 14°N; 066° - 067°E","GRID01x01"
"5114061","14° - 15°N; 061° - 062°E","14° - 15°N; 061° - 062°E","GRID01x01"
"5114062","14° - 15°N; 062° - 063°E","14° - 15°N; 062° - 063°E","GRID01x01"
"5114064","14° - 15°N; 064° - 065°E","14° - 15°N; 064° - 065°E","GRID01x01"
"5114065","14° - 15°N; 065° - 066°E","14° - 15°N; 065° - 066°E","GRID01x01"
"5114066","14° - 15°N; 066° - 067°E","14° - 15°N; 066° - 067°E","GRID01x01"
"5114068","14° - 15°N; 068° - 069°E","14° - 15°N; 068° - 069°E","GRID01x01"
"5114069","14° - 15°N; 069° - 070°E","14° - 15°N; 069° - 070°E","GRID01x01"
"5114070","14° - 15°N; 070° - 071°E","14° - 15°N; 070° - 071°E","GRID01x01"
"5115060","15° - 16°N; 060° - 061°E","15° - 16°N; 060° - 061°E","GRID01x01"
"5115061","15° - 16°N; 061° - 062°E","15° - 16°N; 061° - 062°E","GRID01x01"
"5115063","15° - 16°N; 063° - 064°E","15° - 16°N; 063° - 064°E","GRID01x01"
"5116061","16° - 17°N; 061° - 062°E","16° - 17°N; 061° - 062°E","GRID01x01"
"5116062","16° - 17°N; 062° - 063°E","16° - 17°N; 062° - 063°E","GRID01x01"
"5116063","16° - 17°N; 063° - 064°E","16° - 17°N; 063° - 064°E","GRID01x01"
"5116064","16° - 17°N; 064° - 065°E","16° - 17°N; 064° - 065°E","GRID01x01"
"5116066","16° - 17°N; 066° - 067°E","16° - 17°N; 066° - 067°E","GRID01x01"
"5116068","16° - 17°N; 068° - 069°E","16° - 17°N; 068° - 069°E","GRID01x01"
"5117061","17° - 18°N; 061° - 062°E","17° - 18°N; 061° - 062°E","GRID01x01"
"5117062","17° - 18°N; 062° - 063°E","17° - 18°N; 062° - 063°E","GRID01x01"
"5117064","17° - 18°N; 064° - 065°E","17° - 18°N; 064° - 065°E","GRID01x01"
"5117066","17° - 18°N; 066° - 067°E","17° - 18°N; 066° - 067°E","GRID01x01"
"5117067","17° - 18°N; 067° - 068°E","17° - 18°N; 067° - 068°E","GRID01x01"
"5118062","18° - 19°N; 062° - 063°E","18° - 19°N; 062° - 063°E","GRID01x01"
"5118063","18° - 19°N; 063° - 064°E","18° - 19°N; 063° - 064°E","GRID01x01"
"5118066","18° - 19°N; 066° - 067°E","18° - 19°N; 066° - 067°E","GRID01x01"
"5119064","19° - 20°N; 064° - 065°E","19° - 20°N; 064° - 065°E","GRID01x01"
"5119065","19° - 20°N; 065° - 066°E","19° - 20°N; 065° - 066°E","GRID01x01"
"5120062","20° - 21°N; 062° - 063°E","20° - 21°N; 062° - 063°E","GRID01x01"
"5200043","00° - 01°S; 043° - 044°E","00° - 01°S; 043° - 044°E","GRID01x01"
"5200044","00° - 01°S; 044° - 045°E","00° - 01°S; 044° - 045°E","GRID01x01"
"5200046","00° - 01°S; 046° - 047°E","00° - 01°S; 046° - 047°E","GRID01x01"
"5200047","00° - 01°S; 047° - 048°E","00° - 01°S; 047° - 048°E","GRID01x01"
"5200048","00° - 01°S; 048° - 049°E","00° - 01°S; 048° - 049°E","GRID01x01"
"5200049","00° - 01°S; 049° - 050°E","00° - 01°S; 049° - 050°E","GRID01x01"
"5200050","00° - 01°S; 050° - 051°E","00° - 01°S; 050° - 051°E","GRID01x01"
"5200051","00° - 01°S; 051° - 052°E","00° - 01°S; 051° - 052°E","GRID01x01"
"5200052","00° - 01°S; 052° - 053°E","00° - 01°S; 052° - 053°E","GRID01x01"
"5200053","00° - 01°S; 053° - 054°E","00° - 01°S; 053° - 054°E","GRID01x01"
"5200054","00° - 01°S; 054° - 055°E","00° - 01°S; 054° - 055°E","GRID01x01"
"5200055","00° - 01°S; 055° - 056°E","00° - 01°S; 055° - 056°E","GRID01x01"
"5200056","00° - 01°S; 056° - 057°E","00° - 01°S; 056° - 057°E","GRID01x01"
"5200057","00° - 01°S; 057° - 058°E","00° - 01°S; 057° - 058°E","GRID01x01"
"5200058","00° - 01°S; 058° - 059°E","00° - 01°S; 058° - 059°E","GRID01x01"
"5200059","00° - 01°S; 059° - 060°E","00° - 01°S; 059° - 060°E","GRID01x01"
"5200060","00° - 01°S; 060° - 061°E","00° - 01°S; 060° - 061°E","GRID01x01"
"5200061","00° - 01°S; 061° - 062°E","00° - 01°S; 061° - 062°E","GRID01x01"
"5200062","00° - 01°S; 062° - 063°E","00° - 01°S; 062° - 063°E","GRID01x01"
"5200063","00° - 01°S; 063° - 064°E","00° - 01°S; 063° - 064°E","GRID01x01"
"5200064","00° - 01°S; 064° - 065°E","00° - 01°S; 064° - 065°E","GRID01x01"
"5200065","00° - 01°S; 065° - 066°E","00° - 01°S; 065° - 066°E","GRID01x01"
"5200066","00° - 01°S; 066° - 067°E","00° - 01°S; 066° - 067°E","GRID01x01"
"5200067","00° - 01°S; 067° - 068°E","00° - 01°S; 067° - 068°E","GRID01x01"
"5200068","00° - 01°S; 068° - 069°E","00° - 01°S; 068° - 069°E","GRID01x01"
"5200069","00° - 01°S; 069° - 070°E","00° - 01°S; 069° - 070°E","GRID01x01"
"5200070","00° - 01°S; 070° - 071°E","00° - 01°S; 070° - 071°E","GRID01x01"
"5200071","00° - 01°S; 071° - 072°E","00° - 01°S; 071° - 072°E","GRID01x01"
"5200075","00° - 01°S; 075° - 076°E","00° - 01°S; 075° - 076°E","GRID01x01"
"5200076","00° - 01°S; 076° - 077°E","00° - 01°S; 076° - 077°E","GRID01x01"
"5200077","00° - 01°S; 077° - 078°E","00° - 01°S; 077° - 078°E","GRID01x01"
"5200078","00° - 01°S; 078° - 079°E","00° - 01°S; 078° - 079°E","GRID01x01"
"5200079","00° - 01°S; 079° - 080°E","00° - 01°S; 079° - 080°E","GRID01x01"
"5200080","00° - 01°S; 080° - 081°E","00° - 01°S; 080° - 081°E","GRID01x01"
"5200081","00° - 01°S; 081° - 082°E","00° - 01°S; 081° - 082°E","GRID01x01"
"5200082","00° - 01°S; 082° - 083°E","00° - 01°S; 082° - 083°E","GRID01x01"
"5200083","00° - 01°S; 083° - 084°E","00° - 01°S; 083° - 084°E","GRID01x01"
"5200084","00° - 01°S; 084° - 085°E","00° - 01°S; 084° - 085°E","GRID01x01"
"5200085","00° - 01°S; 085° - 086°E","00° - 01°S; 085° - 086°E","GRID01x01"
"5200086","00° - 01°S; 086° - 087°E","00° - 01°S; 086° - 087°E","GRID01x01"
"5200087","00° - 01°S; 087° - 088°E","00° - 01°S; 087° - 088°E","GRID01x01"
"5200088","00° - 01°S; 088° - 089°E","00° - 01°S; 088° - 089°E","GRID01x01"
"5200089","00° - 01°S; 089° - 090°E","00° - 01°S; 089° - 090°E","GRID01x01"
"5200090","00° - 01°S; 090° - 091°E","00° - 01°S; 090° - 091°E","GRID01x01"
"5200091","00° - 01°S; 091° - 092°E","00° - 01°S; 091° - 092°E","GRID01x01"
"5200092","00° - 01°S; 092° - 093°E","00° - 01°S; 092° - 093°E","GRID01x01"
"5200093","00° - 01°S; 093° - 094°E","00° - 01°S; 093° - 094°E","GRID01x01"
"5200094","00° - 01°S; 094° - 095°E","00° - 01°S; 094° - 095°E","GRID01x01"
"5201042","01° - 02°S; 042° - 043°E","01° - 02°S; 042° - 043°E","GRID01x01"
"5201043","01° - 02°S; 043° - 044°E","01° - 02°S; 043° - 044°E","GRID01x01"
"5201044","01° - 02°S; 044° - 045°E","01° - 02°S; 044° - 045°E","GRID01x01"
"5201045","01° - 02°S; 045° - 046°E","01° - 02°S; 045° - 046°E","GRID01x01"
"5201046","01° - 02°S; 046° - 047°E","01° - 02°S; 046° - 047°E","GRID01x01"
"5201047","01° - 02°S; 047° - 048°E","01° - 02°S; 047° - 048°E","GRID01x01"
"5201048","01° - 02°S; 048° - 049°E","01° - 02°S; 048° - 049°E","GRID01x01"
"5201049","01° - 02°S; 049° - 050°E","01° - 02°S; 049° - 050°E","GRID01x01"
"5201050","01° - 02°S; 050° - 051°E","01° - 02°S; 050° - 051°E","GRID01x01"
"5201051","01° - 02°S; 051° - 052°E","01° - 02°S; 051° - 052°E","GRID01x01"
"5201052","01° - 02°S; 052° - 053°E","01° - 02°S; 052° - 053°E","GRID01x01"
"5201053","01° - 02°S; 053° - 054°E","01° - 02°S; 053° - 054°E","GRID01x01"
"5201054","01° - 02°S; 054° - 055°E","01° - 02°S; 054° - 055°E","GRID01x01"
"5201055","01° - 02°S; 055° - 056°E","01° - 02°S; 055° - 056°E","GRID01x01"
"5201056","01° - 02°S; 056° - 057°E","01° - 02°S; 056° - 057°E","GRID01x01"
"5201057","01° - 02°S; 057° - 058°E","01° - 02°S; 057° - 058°E","GRID01x01"
"5201058","01° - 02°S; 058° - 059°E","01° - 02°S; 058° - 059°E","GRID01x01"
"5201059","01° - 02°S; 059° - 060°E","01° - 02°S; 059° - 060°E","GRID01x01"
"5201060","01° - 02°S; 060° - 061°E","01° - 02°S; 060° - 061°E","GRID01x01"
"5201061","01° - 02°S; 061° - 062°E","01° - 02°S; 061° - 062°E","GRID01x01"
"5201062","01° - 02°S; 062° - 063°E","01° - 02°S; 062° - 063°E","GRID01x01"
"5201063","01° - 02°S; 063° - 064°E","01° - 02°S; 063° - 064°E","GRID01x01"
"5201064","01° - 02°S; 064° - 065°E","01° - 02°S; 064° - 065°E","GRID01x01"
"5201065","01° - 02°S; 065° - 066°E","01° - 02°S; 065° - 066°E","GRID01x01"
"5201066","01° - 02°S; 066° - 067°E","01° - 02°S; 066° - 067°E","GRID01x01"
"5201067","01° - 02°S; 067° - 068°E","01° - 02°S; 067° - 068°E","GRID01x01"
"5201068","01° - 02°S; 068° - 069°E","01° - 02°S; 068° - 069°E","GRID01x01"
"5201069","01° - 02°S; 069° - 070°E","01° - 02°S; 069° - 070°E","GRID01x01"
"5201070","01° - 02°S; 070° - 071°E","01° - 02°S; 070° - 071°E","GRID01x01"
"5201071","01° - 02°S; 071° - 072°E","01° - 02°S; 071° - 072°E","GRID01x01"
"5201075","01° - 02°S; 075° - 076°E","01° - 02°S; 075° - 076°E","GRID01x01"
"5201076","01° - 02°S; 076° - 077°E","01° - 02°S; 076° - 077°E","GRID01x01"
"5201077","01° - 02°S; 077° - 078°E","01° - 02°S; 077° - 078°E","GRID01x01"
"5201078","01° - 02°S; 078° - 079°E","01° - 02°S; 078° - 079°E","GRID01x01"
"5201079","01° - 02°S; 079° - 080°E","01° - 02°S; 079° - 080°E","GRID01x01"
"5201080","01° - 02°S; 080° - 081°E","01° - 02°S; 080° - 081°E","GRID01x01"
"5201081","01° - 02°S; 081° - 082°E","01° - 02°S; 081° - 082°E","GRID01x01"
"5201082","01° - 02°S; 082° - 083°E","01° - 02°S; 082° - 083°E","GRID01x01"
"5201083","01° - 02°S; 083° - 084°E","01° - 02°S; 083° - 084°E","GRID01x01"
"5201084","01° - 02°S; 084° - 085°E","01° - 02°S; 084° - 085°E","GRID01x01"
"5201085","01° - 02°S; 085° - 086°E","01° - 02°S; 085° - 086°E","GRID01x01"
"5201086","01° - 02°S; 086° - 087°E","01° - 02°S; 086° - 087°E","GRID01x01"
"5201087","01° - 02°S; 087° - 088°E","01° - 02°S; 087° - 088°E","GRID01x01"
"5201088","01° - 02°S; 088° - 089°E","01° - 02°S; 088° - 089°E","GRID01x01"
"5201089","01° - 02°S; 089° - 090°E","01° - 02°S; 089° - 090°E","GRID01x01"
"5201090","01° - 02°S; 090° - 091°E","01° - 02°S; 090° - 091°E","GRID01x01"
"5201091","01° - 02°S; 091° - 092°E","01° - 02°S; 091° - 092°E","GRID01x01"
"5201092","01° - 02°S; 092° - 093°E","01° - 02°S; 092° - 093°E","GRID01x01"
"5201093","01° - 02°S; 093° - 094°E","01° - 02°S; 093° - 094°E","GRID01x01"
"5201094","01° - 02°S; 094° - 095°E","01° - 02°S; 094° - 095°E","GRID01x01"
"5201099","01° - 02°S; 099° - 100°E","01° - 02°S; 099° - 100°E","GRID01x01"
"5202041","02° - 03°S; 041° - 042°E","02° - 03°S; 041° - 042°E","GRID01x01"
"5202042","02° - 03°S; 042° - 043°E","02° - 03°S; 042° - 043°E","GRID01x01"
"5202043","02° - 03°S; 043° - 044°E","02° - 03°S; 043° - 044°E","GRID01x01"
"5202044","02° - 03°S; 044° - 045°E","02° - 03°S; 044° - 045°E","GRID01x01"
"5202045","02° - 03°S; 045° - 046°E","02° - 03°S; 045° - 046°E","GRID01x01"
"5202046","02° - 03°S; 046° - 047°E","02° - 03°S; 046° - 047°E","GRID01x01"
"5202047","02° - 03°S; 047° - 048°E","02° - 03°S; 047° - 048°E","GRID01x01"
"5202048","02° - 03°S; 048° - 049°E","02° - 03°S; 048° - 049°E","GRID01x01"
"5202049","02° - 03°S; 049° - 050°E","02° - 03°S; 049° - 050°E","GRID01x01"
"5202050","02° - 03°S; 050° - 051°E","02° - 03°S; 050° - 051°E","GRID01x01"
"5202051","02° - 03°S; 051° - 052°E","02° - 03°S; 051° - 052°E","GRID01x01"
"5202052","02° - 03°S; 052° - 053°E","02° - 03°S; 052° - 053°E","GRID01x01"
"5202053","02° - 03°S; 053° - 054°E","02° - 03°S; 053° - 054°E","GRID01x01"
"5202054","02° - 03°S; 054° - 055°E","02° - 03°S; 054° - 055°E","GRID01x01"
"5202055","02° - 03°S; 055° - 056°E","02° - 03°S; 055° - 056°E","GRID01x01"
"5202056","02° - 03°S; 056° - 057°E","02° - 03°S; 056° - 057°E","GRID01x01"
"5202057","02° - 03°S; 057° - 058°E","02° - 03°S; 057° - 058°E","GRID01x01"
"5202058","02° - 03°S; 058° - 059°E","02° - 03°S; 058° - 059°E","GRID01x01"
"5202059","02° - 03°S; 059° - 060°E","02° - 03°S; 059° - 060°E","GRID01x01"
"5202060","02° - 03°S; 060° - 061°E","02° - 03°S; 060° - 061°E","GRID01x01"
"5202061","02° - 03°S; 061° - 062°E","02° - 03°S; 061° - 062°E","GRID01x01"
"5202062","02° - 03°S; 062° - 063°E","02° - 03°S; 062° - 063°E","GRID01x01"
"5202063","02° - 03°S; 063° - 064°E","02° - 03°S; 063° - 064°E","GRID01x01"
"5202064","02° - 03°S; 064° - 065°E","02° - 03°S; 064° - 065°E","GRID01x01"
"5202065","02° - 03°S; 065° - 066°E","02° - 03°S; 065° - 066°E","GRID01x01"
"5202066","02° - 03°S; 066° - 067°E","02° - 03°S; 066° - 067°E","GRID01x01"
"5202067","02° - 03°S; 067° - 068°E","02° - 03°S; 067° - 068°E","GRID01x01"
"5202068","02° - 03°S; 068° - 069°E","02° - 03°S; 068° - 069°E","GRID01x01"
"5202069","02° - 03°S; 069° - 070°E","02° - 03°S; 069° - 070°E","GRID01x01"
"5202070","02° - 03°S; 070° - 071°E","02° - 03°S; 070° - 071°E","GRID01x01"
"5202071","02° - 03°S; 071° - 072°E","02° - 03°S; 071° - 072°E","GRID01x01"
"5202072","02° - 03°S; 072° - 073°E","02° - 03°S; 072° - 073°E","GRID01x01"
"5202073","02° - 03°S; 073° - 074°E","02° - 03°S; 073° - 074°E","GRID01x01"
"5202074","02° - 03°S; 074° - 075°E","02° - 03°S; 074° - 075°E","GRID01x01"
"5202075","02° - 03°S; 075° - 076°E","02° - 03°S; 075° - 076°E","GRID01x01"
"5202076","02° - 03°S; 076° - 077°E","02° - 03°S; 076° - 077°E","GRID01x01"
"5202077","02° - 03°S; 077° - 078°E","02° - 03°S; 077° - 078°E","GRID01x01"
"5202078","02° - 03°S; 078° - 079°E","02° - 03°S; 078° - 079°E","GRID01x01"
"5202079","02° - 03°S; 079° - 080°E","02° - 03°S; 079° - 080°E","GRID01x01"
"5202080","02° - 03°S; 080° - 081°E","02° - 03°S; 080° - 081°E","GRID01x01"
"5202081","02° - 03°S; 081° - 082°E","02° - 03°S; 081° - 082°E","GRID01x01"
"5202082","02° - 03°S; 082° - 083°E","02° - 03°S; 082° - 083°E","GRID01x01"
"5202083","02° - 03°S; 083° - 084°E","02° - 03°S; 083° - 084°E","GRID01x01"
